rhea,rheaDir,metacyc
19357,19358,METACYC:R501-RXN
61616,61617,METACYC:R501-RXN
19369,19370,METACYC:2.1.1.85-RXN
19373,19375,METACYC:1.5.1.8-RXN
19377,19379,METACYC:NADPH-DEHYDROGENASE-FLAVIN-RXN
19377,19379,METACYC:RXN-12445
31455,31457,METACYC:RXN-12445
19385,19386,METACYC:2.4.1.219-RXN
19397,19398,METACYC:P-PANTOCYSLIG-RXN
19401,19402,METACYC:METHANOL-DEHYDROGENASE-RXN
19409,19410,METACYC:7-ALPHA-HYDROXYSTEROID-DEH-RXN
19413,19414,METACYC:PHENYLALANINE--TRNA-LIGASE-RXN
19417,19418,METACYC:2.7.4.20-RXN
19421,19423,METACYC:4.2.99.19-RXN
19425,19426,METACYC:IMIDAZOLEACETATE-4-MONOOXYGENASE-RXN
19433,19434,METACYC:GLUCONOKIN-RXN
19441,19442,METACYC:RXN-17556
19445,19446,METACYC:23-DIHYDROXYINDOLE-23-DIOXYGENASE-RXN
19457,19458,METACYC:2-NITROPHENOL-2-MONOOXYGENASE-RXN
19465,19466,METACYC:R621-RXN
19469,19470,METACYC:R621-RXN
19473,19474,METACYC:1.14.13.33-RXN
19477,19478,METACYC:1.14.13.33-RXN
19477,19478,METACYC:4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN
19481,19483,METACYC:RXN-3641
19489,19490,METACYC:RXN-623
19497,19498,METACYC:ASPDECARBOX-RXN
19501,19502,METACYC:GUANIDINOBUTYRASE-RXN
19505,19506,METACYC:2.4.2.34-RXN
19525,19526,METACYC:4.6.1.11-RXN
19529,19530,METACYC:ISOVITEXIN-BETA-GLUCOSYLTRANSFERASE-RXN
19533,19534,METACYC:SUCCARGDIHYDRO-RXN
19537,19538,METACYC:MANNITOL-1-PHOSPHATASE-RXN
19541,19543,METACYC:GLUTSEMIALDEHYDROG-RXN
19545,19546,METACYC:3.1.4.38-RXN
19549,19550,METACYC:ORSELLINATE-DEPSIDE-HYDROLASE-RXN
19553,19554,METACYC:TRYPTOPHAN-RXN
19557,19558,METACYC:STEROID-9-ALPHA-MONOOXYGENASE-RXN
19561,19562,METACYC:RXN-781
19565,19566,METACYC:4.2.3.11-RXN
19569,19570,METACYC:RXN0-5144
19577,19578,METACYC:FLAVONE-7-O-BETA-GLUCOSYLTRANSFERASE-RXN
19581,19582,METACYC:DISCADENINE-SYNTHASE-RXN
19601,19602,METACYC:ORCINOL-2-MONOOXYGENASE-RXN
19605,19606,METACYC:CHLOROPHYLLASE-RXN
19609,19610,METACYC:RXN-11633
19613,19614,METACYC:THIOETHER-S-METHYLTRANSFERASE-RXN
19621,19622,METACYC:CYCPHOSDIESTER-RXN
19625,19626,METACYC:THREONINE-ALDOLASE-RXN
19633,19634,METACYC:1.4.1.11-RXN
19637,19639,METACYC:1.5.1.19-RXN
19641,19642,METACYC:4-COUMARATE--COA-LIGASE-RXN
19649,19650,METACYC:ASPARTATE--TRNA-LIGASE-RXN
19653,19655,METACYC:1.17.1.1-RXN
19657,19659,METACYC:1.17.1.1-RXN
19665,19666,METACYC:1.3.1.62-RXN
19669,19670,METACYC:RXN0-5462
19673,19674,METACYC:PYROGALLOL-12-OXYGENASE-RXN
19677,19678,METACYC:RXN-698
19681,19682,METACYC:BIOTIN--COA-LIGASE-RXN
19693,19694,METACYC:RXN-8756
19697,19698,METACYC:11-CIS-RETINYL-PALMITATE-HYDROLASE-RXN
19705,19706,METACYC:1.2.1.42-RXN
19709,19710,METACYC:RXN-1623
19713,19714,METACYC:ARACHIDONATE--COA-LIGASE-RXN
19717,19718,METACYC:PHENYLALANINE-DECARBOXYLASE-RXN
19721,19722,METACYC:1.14.19.1-RXN
19729,19730,METACYC:ACETOACETATE-DECARBOXYLASE-RXN
19733,19734,METACYC:RXN-8787
19737,19738,METACYC:RXN0-3942
19741,19742,METACYC:FORMYL-COA-HYDROLASE-RXN
19745,19747,METACYC:THYROXINE-DEIODINASE-RXN
19753,19754,METACYC:DIPHTINE--AMMONIA-LIGASE-RXN
19757,19758,METACYC:4.3.1.20-RXN
19761,19762,METACYC:RXN-20706
19765,19766,METACYC:GLYCEROL-DEHYDRATASE-RXN
19769,19771,METACYC:4.2.1.97-RXN
19785,19786,METACYC:RXN-6267
19793,19794,METACYC:RXN-22741
19797,19798,METACYC:3.1.3.56-RXN
19801,19802,METACYC:PANTEPADENYLYLTRAN-RXN
19809,19810,METACYC:UREIDOGLYCOLATE-HYDROLASE-RXN
19821,19823,METACYC:RXN-22438
19825,19826,METACYC:ARISTOLOCHENE-SYNTHASE-RXN
19833,19834,METACYC:FORMYLTHFDEFORMYL-RXN
19865,19866,METACYC:UROGENDECARBOX-RXN
19873,19874,METACYC:STERYL-SULFATASE-RXN
19877,19878,METACYC:1-PHOSPHATIDYLINOSITOL-KINASE-RXN
19885,19886,METACYC:RETICULINE-OXIDASE-RXN
19893,19894,METACYC:PYRIMSYN3-RXN
19897,19898,METACYC:NITRIC-OXIDE-SYNTHASE-RXN
19897,19898,METACYC:RXN-13568
52324,52325,METACYC:RXN-13568
19905,19906,METACYC:RXN-13414
19909,19910,METACYC:L-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN
19921,19923,METACYC:RIBITOL-5-PHOSPHATE-2-DEHYDROGENASE-RXN
19925,19927,METACYC:RIBITOL-5-PHOSPHATE-2-DEHYDROGENASE-RXN
19921,19923,METACYC:RXN-18411
19929,19930,METACYC:CELLULOSE-SYNTHASE-UDP-FORMING-RXN
19933,19934,METACYC:GLUCOSE-1-PHOSPHAT-RXN
19937,19938,METACYC:GLYCINE-N-METHYLTRANSFERASE-RXN
19945,19946,METACYC:2.4.1.201-RXN
19949,19950,METACYC:H2PTEROATESYNTH-RXN
19957,19958,METACYC:RXN-7803
19961,19962,METACYC:NUCLEOSIDE-PHOSPHOTRANSFERASE-RXN
19965,19966,METACYC:DIMETHYLPROPIOTHETIN-DETHIOMETHYLASE-RXN
19969,19970,METACYC:RXN-13595
19973,19974,METACYC:SPERMINE-SYNTHASE-RXN
19981,19982,METACYC:RXN-2962
19985,19986,METACYC:RXN-2962
19989,19990,METACYC:5.3.1.23-RXN
19993,19995,METACYC:1.8.4.13-RXN
19997,19998,METACYC:PHOSPHOENOLPYRUVATE-PHOSPHATASE-RXN
20001,20002,METACYC:GLYCOLALD-DEHYDROG-RXN
20005,20006,METACYC:3.2.1.139-RXN
20009,20010,METACYC:LINAMARIN-SYNTHASE-RXN
20021,20022,METACYC:1.14.11.21-RXN
20025,20026,METACYC:GIBBERELLIN-BETA-GLUCOSYLTRANSFERASE-RXN
20029,20031,METACYC:1.1.1.273-RXN
20049,20050,METACYC:HISTCYCLOHYD-RXN
20053,20054,METACYC:RIBITOL-2-DEHYDROGENASE-RXN
20057,20058,METACYC:N-CARBAMOYLSARCOSINE-AMIDASE-RXN
20061,20062,METACYC:DEOXYCYTIDINE-KINASE-RXN
20065,20066,METACYC:RXN-7983
20069,20070,METACYC:4.99.1.7-RXN
20077,20078,METACYC:2.1.1.34-RXN
20085,20086,METACYC:2.3.1.116-RXN
20093,20094,METACYC:2.4.1.115-RXN
20097,20098,METACYC:MANNONDEHYDRAT-RXN
20101,20102,METACYC:6.2.1.19-RXN
20109,20110,METACYC:RXN0-1401
20117,20118,METACYC:RHAMNULOKIN-RXN
20121,20122,METACYC:GLUTAMINE--TRNA-LIGASE-RXN
20125,20126,METACYC:1.18.1.2-RXN
20129,20130,METACYC:AMP-NUCLEOSID-RXN
20137,20138,METACYC:2.3.1.167-RXN
20141,20142,METACYC:ALLIIN-LYASE-RXN
20149,20150,METACYC:1.14.13.67-RXN
20153,20154,METACYC:L-ARABINOKINASE-RXN
20157,20158,METACYC:RXN-11316
20161,20162,METACYC:2.4.1.82-RXN
20165,20166,METACYC:FUSARININE-C-ORNITHINESTERASE-RXN
20177,20178,METACYC:2.4.1.160-RXN
20181,20182,METACYC:2.7.8.19-RXN
20185,20186,METACYC:3.1.4.40-RXN
20193,20195,METACYC:MEVALDATE-REDUCTASE-NADPH-RXN
20205,20206,METACYC:2.4.1.171-RXN
20213,20214,METACYC:RXN-13036
20217,20218,METACYC:TRIMETHYLAMINE-OXIDE-ALDOLASE-RXN
20221,20222,METACYC:FORMATETHFLIG-RXN
20225,20226,METACYC:RXN-1104
20229,20230,METACYC:DHBAMPLIG-RXN
20237,20238,METACYC:RXN-13044
20241,20242,METACYC:NICOTINATE-N-METHYLTRANSFERASE-RXN
20261,20262,METACYC:RXN-13666
20265,20266,METACYC:1.14.11.28-RXN
20273,20274,METACYC:RXN66-569
20281,20282,METACYC:RXN-4606
20289,20290,METACYC:ACETYL-COA-HYDROLASE-RXN
20301,20302,METACYC:ARGININE--TRNA-LIGASE-RXN
20305,20306,METACYC:HYDROXYBENZALDEHYDE-OXIDATION-NAD-RXN
20309,20310,METACYC:CATAL-RXN
20313,20314,METACYC:RXN-7163
20317,20319,METACYC:PYRROLINE-2-CARBOXYLATE-REDUCTASE-RXN
20321,20323,METACYC:PYRROLINE-2-CARBOXYLATE-REDUCTASE-RXN
20333,20334,METACYC:2.7.11.27-RXN
20337,20338,METACYC:D-LACTATE-2-SULFATASE-RXN
20349,20350,METACYC:TOLUENE-2-MONOOXYGENASE-RXN
20353,20355,METACYC:1.97.1.8-RXN
20357,20358,METACYC:HCAMULTI-RXN
20361,20362,METACYC:RXN3O-58
20365,20366,METACYC:2.1.1.103-RXN
20377,20378,METACYC:1.1.1.209-RXN
20381,20382,METACYC:1.1.1.209-RXN
20385,20386,METACYC:TAXIFOLIN-8-MONOOXYGENASE-RXN
20389,20390,METACYC:TAXIFOLIN-8-MONOOXYGENASE-RXN
20393,20394,METACYC:2.3.1.49-RXN
20397,20398,METACYC:O-SUCCHOMOSERLYASE-RXN
20401,20402,METACYC:BETA-LACTAMASE-RXN
20405,20406,METACYC:N-ACETYLDIAMINOPIMELATE-DEACETYLASE-RXN
20413,20414,METACYC:GLUCURONOXYLAN-4-O-METHYLTRANSFERASE-RXN
20417,20418,METACYC:RXN-3361
20421,20422,METACYC:MALTOSE-6-PHOSPHATE-GLUCOSIDASE-RXN
20425,20426,METACYC:RXN-8457
20429,20430,METACYC:APIGENIN-4-O-METHYLTRANSFERASE-RXN
20441,20442,METACYC:CYSTEINE-DIOXYGENASE-RXN
20449,20450,METACYC:CHLORIDAZON-CATECHOL-DIOXYGENASE-RXN
20453,20454,METACYC:SCOPOLETIN-GLUCOSYLTRANSFERASE-RXN
20457,20458,METACYC:1.1.1.117-RXN
21892,21893,METACYC:1.1.1.117-RXN
20457,20458,METACYC:D-ARABINOSE-1-DEHYDROGENASE-RXN
20461,20462,METACYC:RXN-18679
20469,20470,METACYC:INOSINATE-NUCLEOSIDASE-RXN
20473,20474,METACYC:RXN-8655
20481,20483,METACYC:RENILLA-LUCIFERIN-SULFOTRANSFERASE-RXN
20485,20486,METACYC:1.14.21.2-RXN
20505,20506,METACYC:GAMMA-GLUTAMYLCYCLOTRANSFERASE-RXN
20525,20526,METACYC:RXN-12905
20529,20530,METACYC:1.2.3.14-RXN
20533,20534,METACYC:3.1.3.74-RXN
20537,20538,METACYC:3.1.4.14-RXN
20541,20542,METACYC:RXN-5283
20545,20546,METACYC:KYNURENINE-3-MONOOXYGENASE-RXN
20549,20550,METACYC:THIOSULFATE-DEHYDROGENASE-RXN
20557,20558,METACYC:UREASE-RXN
20565,20566,METACYC:4.2.3.10-RXN
20573,20574,METACYC:CALCIDIOL-1-MONOOXYGENASE-RXN
20581,20583,METACYC:HYDROXYLAMINE-REDUCTASE-NADH-RXN
20585,20586,METACYC:1.3.3.9-RXN
20597,20599,METACYC:CYSTINE-REDUCTASE-NADH-RXN
20605,20606,METACYC:CYTDEAM-RXN
20617,20618,METACYC:1.3.3.12-RXN
20621,20622,METACYC:RXN0-5205
20629,20630,METACYC:3.1.3.16-RXN
47004,47005,METACYC:3.1.3.16-RXN
20633,20634,METACYC:RXN-12431
20637,20638,METACYC:1.1.99.28-RXN
20641,20642,METACYC:RXN-8001
20649,20651,METACYC:CUCURBITACIN-DELTA-23-REDUCTASE-RXN
20661,20662,METACYC:3.4.13.22-RXN
20665,20667,METACYC:1.1.1.263-RXN
20669,20670,METACYC:1.1.1.170-RXN
20673,20674,METACYC:1.1.1.170-RXN
20677,20678,METACYC:ALIZARIN-2-BETA-GLUCOSYLTRANSFERASE-RXN
20681,20682,METACYC:RXN-4735
20685,20686,METACYC:GALACTITOL-2-DEHYDROGENASE-RXN
20689,20690,METACYC:CHLOROGENATE-HYDROLASE-RXN
20696,20697,METACYC:SUPEROX-DISMUT-RXN
20700,20701,METACYC:TETRAACYLDISACC4KIN-RXN
20712,20713,METACYC:7KAPSYN-RXN
20716,20717,METACYC:S-ADENOSYLHOMOCYSTEINE-DEAMINASE-RXN
20728,20729,METACYC:L-GLUTAMATE-OXIDASE-RXN
20732,20734,METACYC:RXN-24006
20740,20741,METACYC:TRANS-EPOXYSUCCINATE-HYDROLASE-RXN
20748,20749,METACYC:1.14.20.1-RXN
20768,20769,METACYC:4.1.1.82-RXN
20772,20773,METACYC:RIBOFLAVIN-SYN-RXN
20784,20785,METACYC:RXN-8732
20792,20793,METACYC:LYSINE--TRNA-LIGASE-RXN
20800,20801,METACYC:RXN-16325
20804,20805,METACYC:1.2.1.27-RXN
20808,20809,METACYC:2.3.1.45-RXN
20824,20825,METACYC:ADENOSINE-KINASE-RXN
20828,20829,METACYC:PHOSPHASERDECARB-RXN
20832,20833,METACYC:3.6.3.37-RXN
20840,20841,METACYC:HISTIDINE-DECARBOXYLASE-RXN
20844,20845,METACYC:PYRUVATE-CARBOXYLASE-RXN
20848,20849,METACYC:1.2.3.3-RXN
20852,20853,METACYC:3.6.3.6-RXN
20856,20857,METACYC:CERAMIDASE-RXN
20860,20861,METACYC:ISOPIPERITENOL-DEHYDROGENASE-RXN
20872,20873,METACYC:RXN-8887
20876,20877,METACYC:RXN-865
20884,20886,METACYC:SERINE-DEHYDROGENASE-RXN
20896,20897,METACYC:UREA-CARBOXYLASE-RXN
20900,20901,METACYC:N-BENZYLOXYCARBONYLGLYCINE-HYDROLASE-RXN
20904,20906,METACYC:RXN-8805
20908,20909,METACYC:2.4.1.225-RXN
20916,20917,METACYC:CYSTEINE-LYASE-RXN
20920,20921,METACYC:24-DICHLOROPHENOL-6-MONOOXYGENASE-RXN
20928,20929,METACYC:RXN-20159
20940,20941,METACYC:2.7.1.133-RXN
20944,20945,METACYC:RXN-7599
20948,20949,METACYC:R231-RXN
20952,20953,METACYC:2.4.1.188-RXN
20956,20957,METACYC:RXN-10819
20960,20961,METACYC:RXN-7241
20968,20969,METACYC:L-ARABINONATE-DEHYDRATASE-RXN
20976,20977,METACYC:RXN-11045
26490,26491,METACYC:RXN-11045
20980,20981,METACYC:BILIRUBIN-OXIDASE-RXN
20984,20985,METACYC:SPHINGOMYELIN-PHOSPHODIESTERASE-D-RXN
20988,20989,METACYC:APYRASE-RXN
20992,20993,METACYC:2.1.1.94-RXN
20996,20997,METACYC:3.5.99.5-RXN
21000,21001,METACYC:1.97.1.2-RXN
21012,21013,METACYC:2.4.1.53-RXN
21016,21017,METACYC:ASPARAGHYD-RXN
21020,21021,METACYC:CHORISMATE-SYNTHASE-RXN
21032,21033,METACYC:UDP-GLUCURONOSYLTRANSFERASE-RXN
21044,21045,METACYC:2.1.1.143-RXN
21048,21049,METACYC:RXN-8940
21052,21053,METACYC:1.1.1.269-RXN
21076,21077,METACYC:1.14.11.3-RXN
21080,21081,METACYC:S-ADENMETSYN-RXN
21084,21085,METACYC:CHONDROITIN-GLUCURONATE-5-EPIMERASE-RXN
21092,21093,METACYC:2.1.1.120-RXN
21104,21105,METACYC:1.14.99.38-RXN
21108,21109,METACYC:4.1.1.72-RXN
21112,21113,METACYC:3.2.1.47-RXN
21128,21129,METACYC:RXN3O-178
21132,21133,METACYC:XANTHINE-OXIDASE-RXN
21140,21141,METACYC:INOSINEKIN-RXN
21148,21149,METACYC:2.4.1.156-RXN
21152,21153,METACYC:4-HYDROXYPROLINE-EPIMERASE-RXN
21156,21157,METACYC:PHOSPHOGLYCERATE-PHOSPHATASE-RXN
21160,21162,METACYC:ATP-CITRATE-PRO-S--LYASE-RXN
21164,21165,METACYC:CARBOXYLESTERASE-RXN
21172,21173,METACYC:1.1.1.264-RXN
21176,21177,METACYC:1.1.1.264-RXN
21172,21173,METACYC:RXN-12107
21176,21177,METACYC:L-IDONATE-2-DEHYDROGENASE-RXN
21180,21181,METACYC:2.3.1.72-RXN
21184,21185,METACYC:2.4.1.83-RXN
21188,21189,METACYC:NAD-SYNTH-NH3-RXN
21208,21209,METACYC:PSERPHOSPHA-RXN
24873,24874,METACYC:PSERPHOSPHA-RXN
21208,21209,METACYC:RXN0-5114
21216,21217,METACYC:PHOSPHORIBOKINASE-RXN
21220,21221,METACYC:RXN-8460
21232,21233,METACYC:HISTIDINE-AMMONIA-LYASE-RXN
21236,21237,METACYC:1.14.13.35-RXN
21244,21245,METACYC:2.1.1.70-RXN
21260,21262,METACYC:1.8.4.14-RXN
21264,21265,METACYC:GLYCOLATEDEHYDRO-RXN
21280,21281,METACYC:THIAMIN-OXIDASE-RXN
21292,21293,METACYC:2.7.1.153-RXN
21296,21297,METACYC:GALACTODEHYDROG-RXN
21304,21305,METACYC:RXN-5242
21308,21309,METACYC:CYCLOARTENOL-SYNTHASE-RXN
21316,21317,METACYC:PHORBOL-DIESTER-HYDROLASE-RXN
21320,21321,METACYC:D-SORBITOL-DEHYDROGENASE-RXN
21336,21337,METACYC:PYRIDOXAL-4-DEHYDROGENASE-RXN
21340,21341,METACYC:LIGNOSTILBENE-ALPHA-BETA-DIOXYGENASE-RXN
21352,21353,METACYC:1.13.11.25-RXN
21360,21361,METACYC:2.7.7.1-RXN
21364,21365,METACYC:RXN-3962
21368,21369,METACYC:URATE-OXIDASE-RXN
21380,21381,METACYC:PHYTANATE--COA-LIGASE-RXN
21384,21385,METACYC:PHENYLALANINE-AMMONIA-LYASE-RXN
21408,21409,METACYC:PHENYLALANINE-DEHYDROGENASE-RXN
21412,21414,METACYC:1.1.1.261-RXN
21428,21429,METACYC:RXN-11691
21440,21441,METACYC:RXN-13262
21452,21453,METACYC:PEPTIDYLGLYCINE-MONOOXYGENASE-RXN
21456,21457,METACYC:1.1.3.36-RXN
21464,21465,METACYC:RXN-1761
21468,21469,METACYC:RXN-15063
21472,21473,METACYC:CITRATE--COA-LIGASE-RXN
21476,21477,METACYC:13-BETA-GLUCAN-SYNTHASE-RXN
21480,21481,METACYC:2-FUROYL-COA-DEHYDROGENASE-RXN
21488,21489,METACYC:RXN-9156
21496,21497,METACYC:PRENYL-PYROPHOSPHATASE-RXN
21500,21501,METACYC:UDP-GLUCOSE-46-DEHYDRATASE-RXN
21508,21509,METACYC:RETINYL-PALMITATE-ESTERASE-RXN
21512,21513,METACYC:RXN-15893
21524,21525,METACYC:2-ISOPROPYLMALATESYN-RXN
21528,21529,METACYC:EXOPOLYPHOSPHATASE-RXN
21540,21541,METACYC:PRAISOM-RXN
21556,21557,METACYC:2.1.1.60-RXN
21560,21562,METACYC:1.1.4.2-RXN
21564,21566,METACYC:KETOACYLCOATHIOL-RXN
21564,21566,METACYC:RXN-20153
21568,21569,METACYC:RXN-8731
21572,21573,METACYC:1.13.11.48-RXN
21580,21581,METACYC:ACETOLACTATE-DECARBOXYLASE-RXN
21596,21597,METACYC:RXN0-2201
21600,21601,METACYC:ANTHRANILATE-N-BENZOYLTRANSFERASE-RXN
21608,21609,METACYC:RXN-3501
21612,21613,METACYC:GLUCONATE-DEHYDRATASE-RXN
21616,21617,METACYC:2.4.99.3-RXN
21620,21622,METACYC:FMNREDUCT-RXN
21624,21626,METACYC:FMNREDUCT-RXN
21624,21626,METACYC:RXN-12444
21628,21629,METACYC:RXN-7819
21632,21633,METACYC:CATECHOL-OXIDASE-RXN
21636,21637,METACYC:2.4.1.126-RXN
21652,21653,METACYC:2-CHLOROBENZOATE-12-DIOXYGENASE-RXN
21656,21657,METACYC:RXN-9160
21660,21661,METACYC:BENZALDEHYDE-DEHYDROGENASE-NADP%2b-RXN
21664,21665,METACYC:4-NITROPHENYLPHOSPHATASE-RXN
21668,21669,METACYC:ABC-34-RXN
21672,21673,METACYC:2.1.1.100-RXN
21680,21681,METACYC:HYDROXYPHYTANATE-OXIDASE-RXN
21684,21686,METACYC:BETA-ALANOPINE-DEHYDROGENASE-RXN
21688,21689,METACYC:POLYVINYL-ALCOHOL-OXIDASE-RXN
21700,21701,METACYC:3.1.3.77-RXN
21708,21709,METACYC:ADENOSYLHOMOCYSTEINASE-RXN
21716,21717,METACYC:MANDELATE-4-MONOOXYGENASE-RXN
21720,21722,METACYC:CYANIDE-HYDRATASE-RXN
21724,21725,METACYC:3.5.5.1-RXN
21728,21729,METACYC:GDP-MANNOSE-6-DEHYDROGENASE-RXN
21732,21733,METACYC:ANTHRANSYN-RXN
21736,21737,METACYC:BETA-LYSINE-56-AMINOMUTASE-RXN
21740,21741,METACYC:MERCAPYSTRANS-RXN
21744,21745,METACYC:4.4.1.14-RXN
21748,21750,METACYC:1.1.1.283-RXN
21752,21753,METACYC:RXN-7946
21756,21757,METACYC:4.3.3.3-RXN
21764,21765,METACYC:HEME-OXYGENASE-DECYCLIZING-RXN
21776,21777,METACYC:6.2.1.28-RXN
21788,21789,METACYC:RXN-20631
21792,21794,METACYC:ISOPROPANOL-DEHYDROGENASE-NADP%2b-RXN
21800,21801,METACYC:RXN-7985
21804,21805,METACYC:MYO-INOSITOL-1-KINASE-RXN
21812,21813,METACYC:CHOLESTEROL-7-ALPHA-MONOOXYGENASE-RXN
21816,21817,METACYC:D-AMINO-ACID-OXIDASE-RXN
21820,21821,METACYC:HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN
21828,21830,METACYC:1.7.7.2-RXN
21832,21833,METACYC:2.1.1.83-RXN
21836,21837,METACYC:ARABINONATE-DEHYDRATASE-RXN
21844,21845,METACYC:GLUTAMINE-N-PHENYLACETYLTRANSFERASE-RXN
21860,21861,METACYC:2.8.2.28-RXN
21864,21865,METACYC:RXN-7919
21868,21869,METACYC:RIBOFLAVINSYNDEAM-RXN
21880,21881,METACYC:OXALATE-OXIDASE-RXN
21888,21890,METACYC:12-OXOPHYTODIENOATE-REDUCTASE-RXN
21892,21893,METACYC:RXN-8776
21896,21897,METACYC:RXN-6261
21912,21913,METACYC:PYRUVATE-OXIDASE-COA-ACETYLATING-RXN
21916,21917,METACYC:AMINE-DEHYDROGENASE-RXN
21924,21926,METACYC:RXN0-703
21932,21933,METACYC:ADENOSYLMETHIONINE-CYCLOTRANSFERASE-RXN
21948,21949,METACYC:FORMAMIDASE-RXN
21952,21954,METACYC:PROGESTERONE-5-ALPHA-REDUCTASE-RXN
21956,21957,METACYC:VITEXIN-BETA-GLUCOSYLTRANSFERASE-RXN
21964,21965,METACYC:CHOLINESTERASE-RXN
21968,21969,METACYC:3-DEHYDROQUINATE-SYNTHASE-RXN
21972,21973,METACYC:RXN-8675
21976,21978,METACYC:RXN-12019
21988,21989,METACYC:2.3.1.172-RXN
21992,21993,METACYC:HISTONE-ACETYLTRANSFERASE-RXN
22008,22009,METACYC:HOMSUCTRAN-RXN
22012,22013,METACYC:2.1.1.133-RXN
22016,22017,METACYC:RXN-982
22020,22021,METACYC:ABC-19-RXN
22032,22033,METACYC:OXALOMALATE-LYASE-RXN
22036,22037,METACYC:2.7.1.63-RXN
22044,22045,METACYC:3.6.3.10-RXN
22048,22049,METACYC:4.2.3.12-RXN
22052,22054,METACYC:HYDROXYLAMINE-REDUCTASE-RXN
22060,22061,METACYC:2.8.1.6-RXN
22072,22073,METACYC:RXN0-5116
22080,22081,METACYC:1.14.13.61-RXN
22084,22085,METACYC:4.3.1.15-RXN
22088,22089,METACYC:GTPPYPHOSKIN-RXN
22092,22094,METACYC:1.3.7.3-RXN
22108,22109,METACYC:THREDEHYD-RXN
22116,22117,METACYC:2.4.1.191-RXN
22124,22125,METACYC:RXN-8222
79599,79600,METACYC:RXN-8222
22128,22129,METACYC:--BORNEOL-DEHYDROGENASE-RXN
22132,22133,METACYC:ABC-16-RXN
22136,22137,METACYC:RXN-7677
22140,22141,METACYC:RXN-14473
22148,22149,METACYC:PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN
22152,22153,METACYC:RXN0-6373
22156,22157,METACYC:GUANOSINE-DIPHOSPHATASE-RXN
22164,22165,METACYC:2.4.1.88-RXN
22172,22173,METACYC:SUCROSE-PHOSPHATE-SYNTHASE-RXN
22176,22177,METACYC:LEUKOTRIENE-B4-20-MONOOXYGENASE-RXN
22188,22189,METACYC:RXN-6264
22200,22201,METACYC:2.1.1.145-RXN
22204,22205,METACYC:1.14.13.63-RXN
22208,22209,METACYC:1.14.13.63-RXN
22216,22217,METACYC:CAFFEATE-34-DIOXYGENASE-RXN
22220,22221,METACYC:4.2.3.19-RXN
22224,22225,METACYC:2.3.1.159-RXN
22228,22229,METACYC:RXN-13162
32295,32296,METACYC:RXN-13162
32299,32300,METACYC:RXN-13162
22232,22233,METACYC:RXN-13724
22236,22237,METACYC:3.1.3.68-RXN
22240,22241,METACYC:RXN-13199
22260,22261,METACYC:RXN-20777
22264,22265,METACYC:RXN-20730
22268,22269,METACYC:STREPTOMYCIN-6-KINASE-RXN
22272,22273,METACYC:RXN-14978
22280,22281,METACYC:2.1.1.38-RXN
22284,22285,METACYC:N-CARBAMOYLPUTRESCINE-AMIDASE-RXN
22288,22289,METACYC:ENDOGLYCOSYLCERAMIDASE-RXN
22292,22293,METACYC:2.3.1.177-RXN
22296,22297,METACYC:2.5.1.32-RXN
22300,22301,METACYC:FLAVONOL-3-O-GLUCOSYLTRANSFERASE-RXN
22308,22309,METACYC:1.1.3.41-RXN
22312,22313,METACYC:5-METHYLTHIORIBOSE-KINASE-RXN
22316,22317,METACYC:HYDROXYDOCOSANOATE-TRANS-RXN
22324,22325,METACYC:LEUKOTRIENE-A4-HYDROLASE-RXN
22328,22329,METACYC:THI-P-SYN-RXN
22332,22333,METACYC:R-2-METHYLMALATE-DEHYDRATASE-RXN
22336,22337,METACYC:2.1.1.5-RXN
22340,22341,METACYC:1.1.1.97-RXN
22344,22345,METACYC:RXN-7633
22348,22349,METACYC:R13-RXN
22352,22353,METACYC:LYSDECARBOX-RXN
22372,22373,METACYC:3-ACI-NITROPROPANOATE-OXIDASE-RXN
22376,22377,METACYC:TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN
22380,22381,METACYC:RXN-2102
22384,22385,METACYC:RXN-10964
22388,22389,METACYC:N6-HYDROXYLYSINE-O-ACETYLTRANSFERASE-RXN
22396,22397,METACYC:RXN-17139
22404,22405,METACYC:URONATE-DEHYDROGENASE-RXN
22408,22409,METACYC:GPPSYN-RXN
22420,22421,METACYC:1.2.1.61-RXN
22428,22429,METACYC:1.21.3.1-RXN
22432,22433,METACYC:OHACYL-COA-DEHYDROG-RXN
22436,22437,METACYC:RXN-8648
22448,22449,METACYC:PSEUDOURIDINE-KINASE-RXN
22456,22457,METACYC:CREATINASE-RXN
22460,22462,METACYC:ACYL-COA-DEHYDROGENASE-NADP%2b-RXN
22464,22465,METACYC:TYROSINE-N-MONOOXYGENASE-RXN
22468,22469,METACYC:RXN-10055
22472,22473,METACYC:PANTETHEINE-KINASE-RXN
22484,22485,METACYC:3.6.1.17-RXN
22488,22489,METACYC:RXN-2961
22492,22493,METACYC:FORMIMINOGLUTAMASE-RXN
22500,22501,METACYC:RXN-11221
22504,22505,METACYC:2.8.2.26-RXN
22508,22509,METACYC:DNA-DIRECTED-DNA-POLYMERASE-RXN
22520,22521,METACYC:RXN-13681
22524,22525,METACYC:RXN-19143
